Variant_x,SignalDate,NextDate,Baseline_GrossReturn,Baseline_NetReturn,Baseline_Turnover,Baseline_NAV,Baseline_Holdings,Variant_y,Candidate_GrossReturn,Candidate_NetReturn,Candidate_Turnover,Candidate_NAV,Candidate_Holdings,Baseline_DominantSector,Baseline_DominantSectorWeight,Baseline_DominantSectorCount,Baseline_ITWeight,Candidate_DominantSector,Candidate_DominantSectorWeight,Candidate_DominantSectorCount,Candidate_ITWeight,NetReturnDelta,TurnoverDelta,OverlayTriggered,LossMonthBaseline,LossMonthCandidate,LossReduced
rule_sector_cap2_breadth_it_us5_top2_risk_on,2022-05-31,2022-06-30,-0.08864124225904611,-0.08984124225904612,1.2,1.859069999220497,5,rule_sector_cap2_breadth_it_us5_top2_convex_risk_on,-0.08864124225904611,-0.08984124225904612,1.2,1.859069999220497,5,Energy,0.4,2,,Energy,0.4,2,,0.0,0.0,0,1,1,0
rule_sector_cap2_breadth_it_us5_top2_risk_on,2022-06-30,2022-07-29,-0.024099176206850065,-0.025474176206850066,1.375,1.8117117224794854,4,rule_sector_cap2_breadth_it_us5_top2_convex_risk_on,-0.024099176206850065,-0.025474176206850066,1.375,1.8117117224794854,4,Health Care,0.375,2,,Health Care,0.375,2,,0.0,0.0,0,1,1,0
rule_sector_cap2_breadth_it_us5_top2_risk_on,2022-07-29,2022-08-31,-0.04039570944712102,-0.041520709447121024,1.125,1.7364881664484715,4,rule_sector_cap2_breadth_it_us5_top2_convex_risk_on,-0.04039570944712102,-0.041520709447121024,1.125,1.7364881664484715,4,Health Care,0.5625,3,,Health Care,0.5625,3,,0.0,0.0,0,1,1,0
rule_sector_cap2_breadth_it_us5_top2_risk_on,2022-08-31,2022-09-30,-0.07196369484126652,-0.07271369484126652,0.75,1.6102216958178668,4,rule_sector_cap2_breadth_it_us5_top2_convex_risk_on,-0.07196369484126652,-0.07271369484126652,0.75,1.6102216958178668,4,Industrials,0.375,2,,Industrials,0.375,2,,0.0,0.0,0,1,1,0
rule_sector_cap2_breadth_it_us5_top2_risk_on,2022-09-30,2022-10-31,0.05839039164197916,0.056890391641979156,1.5,1.7018278387233572,4,rule_sector_cap2_breadth_it_us5_top2_convex_risk_on,0.05839039164197916,0.056890391641979156,1.5,1.7018278387233572,4,Energy,0.1875,1,,Energy,0.1875,1,,0.0,0.0,0,0,0,0
rule_sector_cap2_breadth_it_us5_top2_risk_on,2022-10-31,2022-11-30,0.01899449013757287,0.01746949013757287,1.525,1.731557903367782,7,rule_sector_cap2_breadth_it_us5_top2_convex_risk_on,0.021936956959523104,0.020411956959523105,1.525,1.7365654753198967,7,Energy,0.4357142857142857,2,,Energy,0.6071428571428572,2,,0.002942466821950235,0.0,0,0,0,0
rule_sector_cap2_breadth_it_us5_top2_risk_on,2022-11-30,2023-01-31,-0.0194679683848082,-0.020760825527665346,1.292857142857143,1.6956093318449135,5,rule_sector_cap2_breadth_it_us5_top2_convex_risk_on,-0.0194679683848082,-0.020875111241951058,1.407142857142857,1.7003144778436623,5,Health Care,0.4,2,,Health Care,0.4,2,,-0.0001142857142857126,0.1142857142857141,0,1,1,0
rule_sector_cap2_breadth_it_us5_top2_risk_on,2023-01-31,2023-02-28,0.02904200672612909,0.027042006726129088,2.0,1.7414620108015506,5,rule_sector_cap2_breadth_it_us5_top2_convex_risk_on,0.02904200672612909,0.027042006726129088,2.0,1.7462943933900452,5,Financials,0.4,2,0.2,Financials,0.4,2,0.2,0.0,0.0,0,0,0,0
rule_sector_cap2_breadth_it_us5_top2_risk_on,2023-02-28,2023-03-31,0.20733900981529674,0.20633900981529674,1.0,2.1007935577412984,4,rule_sector_cap2_breadth_it_us5_top2_convex_risk_on,0.20733900981529674,0.20633900981529674,1.0,2.1066230493681517,4,Industrials,0.375,2,0.1875,Industrials,0.375,2,0.1875,0.0,0.0,0,0,0,0
rule_sector_cap2_breadth_it_us5_top2_risk_on,2023-03-31,2023-04-28,-0.0049546908953747,-0.0059546908953747,1.0,2.0882839814699543,5,rule_sector_cap2_breadth_it_us5_top2_convex_risk_on,-0.0049546908953747,-0.0059546908953747,1.0,2.094078760276093,5,Industrials,0.4,2,0.4,Industrials,0.4,2,0.4,0.0,0.0,0,1,1,0
rule_sector_cap2_breadth_it_us5_top2_risk_on,2023-04-28,2023-05-31,0.09371797642188451,0.0926536907075988,1.0642857142857143,2.2817711995987042,7,rule_sector_cap2_breadth_it_us5_top2_convex_risk_on,0.1223218712919649,0.12125758557767918,1.0642857142857143,2.3480016947566713,7,Industrials,0.3607142857142857,2,0.3607142857142857,Industrials,0.44642857142857145,2,0.3892857142857143,0.028603894870080387,0.0,0,0,0,0
rule_sector_cap2_breadth_it_us5_top2_risk_on,2023-05-31,2023-06-30,0.0857030200884429,0.08469587723130004,1.0071428571428571,2.475027812989832,7,rule_sector_cap2_breadth_it_us5_top2_convex_risk_on,0.07258338149826582,0.07150195292683725,1.0814285714285714,2.515888401407297,7,Information Technology,0.4357142857142857,2,0.4357142857142857,Information Technology,0.48571428571428577,2,0.48571428571428577,-0.013193924304462784,0.07428571428571429,0,0,0,0
rule_sector_cap2_breadth_it_us5_top2_risk_on,2023-06-30,2023-07-31,0.11090678436586393,0.11004964150872107,0.857142857142857,2.747403736533477,7,rule_sector_cap2_breadth_it_us5_top2_convex_risk_on,0.11691280075878516,0.11631851504449944,0.5942857142857142,2.8085328042766733,7,Information Technology,0.4357142857142857,2,0.4357142857142857,Information Technology,0.48571428571428577,2,0.48571428571428577,0.006268873535778374,-0.2628571428571428,0,0,0,0
rule_sector_cap2_breadth_it_us5_top2_risk_on,2023-07-31,2023-08-31,-0.05037644698522287,-0.05066216127093715,0.2857142857142857,2.6082143253568426,7,rule_sector_cap2_breadth_it_us5_top2_convex_risk_on,-0.05225701335260587,-0.05239415620974873,0.13714285714285712,2.6613820978091978,7,Information Technology,0.4357142857142857,2,0.4357142857142857,Information Technology,0.48571428571428577,2,0.48571428571428577,-0.0017319949388115777,-0.14857142857142858,0,1,1,0
rule_sector_cap2_breadth_it_us5_top2_risk_on,2023-08-31,2023-10-31,-0.09265907168331527,-0.09338050025474384,0.7214285714285714,2.3646579668834313,7,rule_sector_cap2_breadth_it_us5_top2_convex_risk_on,-0.07985253511946387,-0.08056682083374958,0.7142857142857143,2.4469630031648557,7,Information Technology,0.4357142857142857,2,0.4357142857142857,Information Technology,0.48571428571428577,2,0.48571428571428577,0.012813679420994262,-0.0071428571428571175,0,1,1,1
