date,Daily Top20,Weekly Top20,Weekly Buffer 20/25,Weekly Score50 MADScale,Biweekly Score50 MADScale
2021-05-28,1.0,1.0,1.0,1.0,1.0
2021-05-31,1.0,1.0,1.0,1.0,1.0
2021-06-01,1.0,1.0,1.0,1.0,1.0
2021-06-02,1.0,1.0,1.0,1.0,1.0
2021-06-03,1.0,1.0,1.0,1.0,1.0
2021-06-04,1.0,1.0,1.0,1.0,1.0
2021-06-07,1.0,1.0,1.0,1.0,1.0
2021-06-08,1.0,1.0,1.0,1.0,1.0
2021-06-09,1.0,1.0,1.0,1.0,1.0
2021-06-10,1.0,1.0,1.0,1.0,1.0
2021-06-11,1.0,1.0,1.0,1.0,1.0
2021-06-14,1.0,1.0,1.0,1.0,1.0
2021-06-15,1.0,1.0,1.0,1.0,1.0
2021-06-16,1.0,1.0,1.0,1.0,1.0
2021-06-17,1.0,1.0,1.0,1.0,1.0
2021-06-18,1.0,1.0,1.0,1.0,1.0
2021-06-21,1.0,1.0,1.0,1.0,1.0
2021-06-22,1.0,1.0,1.0,1.0,1.0
2021-06-23,1.0,1.0,1.0,1.0,1.0
2021-06-24,1.0,1.0,1.0,1.0,1.0
2021-06-25,1.0,1.0,1.0,1.0,1.0
2021-06-28,1.0,1.0,1.0,1.0,1.0
2021-06-29,1.0,1.0,1.0,1.0,1.0
2021-06-30,1.0,1.0,1.0,1.0,1.0
2021-07-01,1.0,1.0,1.0,1.0,1.0
2021-07-02,1.0,1.0,1.0,1.0,1.0
2021-07-05,1.0,1.0,1.0,1.0,1.0
2021-07-06,1.0,1.0,1.0,1.0,1.0
2021-07-07,1.0,1.0,1.0,1.0,1.0
2021-07-08,1.0,1.0,1.0,1.0,1.0
2021-07-09,1.0,1.0,1.0,1.0,1.0
2021-07-12,1.0,1.0,1.0,1.0,1.0
2021-07-13,1.0,1.0,1.0,1.0,1.0
2021-07-14,1.0,1.0,1.0,1.0,1.0
2021-07-15,1.0,1.0,1.0,1.0,1.0
2021-07-16,1.0,1.0,1.0,1.0,1.0
2021-07-19,1.0,1.0,1.0,1.0,1.0
2021-07-20,1.0,1.0,1.0,1.0,1.0
2021-07-21,1.0,1.0,1.0,1.0,1.0
2021-07-22,1.0,1.0,1.0,1.0,1.0
2021-07-23,1.0,1.0,1.0,1.0,1.0
2021-07-26,1.0,1.0,1.0,1.0,1.0
2021-07-27,1.0,1.0,1.0,1.0,1.0
2021-07-28,1.0,1.0,1.0,1.0,1.0
2021-07-29,1.0,1.0,1.0,1.0,1.0
2021-07-30,1.0,1.0,1.0,1.0,1.0
2021-08-02,1.0,1.0,1.0,1.0,1.0
2021-08-03,1.0,1.0,1.0,1.0,1.0
2021-08-04,1.0,1.0,1.0,1.0,1.0
2021-08-05,1.0,1.0,1.0,1.0,1.0
2021-08-06,1.0,1.0,1.0,1.0,1.0
2021-08-09,1.0,1.0,1.0,1.0,1.0
2021-08-10,1.0,1.0,1.0,1.0,1.0
2021-08-11,1.0,1.0,1.0,1.0,1.0
2021-08-12,1.0,1.0,1.0,1.0,1.0
2021-08-13,1.0,1.0,1.0,1.0,1.0
2021-08-17,1.0,1.0,1.0,1.0,1.0
2021-08-18,1.0,1.0,1.0,1.0,1.0
2021-08-19,1.0,1.0,1.0,1.0,1.0
2021-08-20,1.0,1.0,1.0,1.0,1.0
2021-08-23,1.0,1.0,1.0,1.0,1.0
2021-08-24,1.0,1.0,1.0,1.0,1.0
2021-08-25,1.0,1.0,1.0,1.0,1.0
2021-08-26,1.0,1.0,1.0,1.0,1.0
2021-08-27,1.0,1.0,1.0,1.0,1.0
2021-08-30,1.0,1.0,1.0,1.0,1.0
2021-08-31,1.0,1.0,1.0,1.0,1.0
2021-09-01,1.0,1.0,1.0,1.0,1.0
2021-09-02,1.0,1.0,1.0,1.0,1.0
2021-09-03,1.0,1.0,1.0,1.0,1.0
2021-09-06,1.0,1.0,1.0,1.0,1.0
2021-09-07,1.0,1.0,1.0,1.0,1.0
2021-09-08,1.0,1.0,1.0,1.0,1.0
2021-09-09,1.0,1.0,1.0,1.0,1.0
2021-09-10,1.0,1.0,1.0,1.0,1.0
2021-09-13,1.0,1.0,1.0,1.0,1.0
2021-09-14,1.0,1.0,1.0,1.0,1.0
2021-09-15,1.0,1.0,1.0,1.0,1.0
2021-09-16,1.0,1.0,1.0,1.0,1.0
2021-09-17,1.0,1.0,1.0,1.0,1.0
2021-09-23,1.0,1.0,1.0,1.0,1.0
2021-09-24,1.0,1.0,1.0,1.0,1.0
2021-09-27,1.0,1.0,1.0,1.0,1.0
2021-09-28,1.0,1.0,1.0,1.0,1.0
2021-09-29,1.0,1.0,1.0,1.0,1.0
2021-09-30,1.0,1.0,1.0,1.0,1.0
2021-10-01,1.0,1.0,1.0,1.0,1.0
2021-10-05,1.0,1.0,1.0,1.0,1.0
2021-10-06,1.0,1.0,1.0,1.0,1.0
2021-10-07,1.0,1.0,1.0,1.0,1.0
2021-10-08,1.0,1.0,1.0,1.0,1.0
2021-10-12,1.0,1.0,1.0,1.0,1.0
2021-10-13,1.0,1.0,1.0,1.0,1.0
2021-10-14,1.0,1.0,1.0,1.0,1.0
2021-10-15,1.0,1.0,1.0,1.0,1.0
2021-10-18,1.0,1.0,1.0,1.0,1.0
2021-10-19,1.0,1.0,1.0,1.0,1.0
2021-10-20,1.0,1.0,1.0,1.0,1.0
2021-10-21,1.0,1.0,1.0,1.0,1.0
2021-10-22,1.0,1.0,1.0,1.0,1.0
2021-10-25,1.0,1.0,1.0,1.0,1.0
2021-10-26,1.0,1.0,1.0,1.0,1.0
2021-10-27,1.0,1.0,1.0,1.0,1.0
2021-10-28,1.0,1.0,1.0,1.0,1.0
2021-10-29,1.0,1.0,1.0,1.0,1.0
2021-11-01,1.0,1.0,1.0,1.0,1.0
2021-11-02,1.0,1.0,1.0,1.0,1.0
2021-11-03,1.0,1.0,1.0,1.0,1.0
2021-11-04,1.0,1.0,1.0,1.0,1.0
2021-11-05,1.0,1.0,1.0,1.0,1.0
2021-11-08,1.0,1.0,1.0,1.0,1.0
2021-11-09,1.0,1.0,1.0,1.0,1.0
2021-11-10,1.0,1.0,1.0,1.0,1.0
2021-11-11,1.0,1.0,1.0,1.0,1.0
2021-11-12,1.0,1.0,1.0,1.0,1.0
2021-11-15,1.0,1.0,1.0,1.0,1.0
2021-11-16,1.0,1.0,1.0,1.0,1.0
2021-11-17,1.0,1.0,1.0,1.0,1.0
2021-11-18,1.0,1.0,1.0,1.0,1.0
2021-11-19,1.0,1.0,1.0,1.0,1.0
2021-11-22,1.0,1.0,1.0,1.0,1.0
2021-11-23,1.0,1.0,1.0,1.0,1.0
2021-11-24,1.0,1.0,1.0,1.0,1.0
2021-11-25,1.0,1.0,1.0,1.0,1.0
2021-11-26,1.0,1.0,1.0,1.0,1.0
2021-11-29,1.0,1.0,1.0,1.0,1.0
2021-11-30,1.0,1.0,1.0,1.0,1.0
2021-12-01,1.0,1.0,1.0,1.0,1.0
2021-12-02,1.0,1.0,1.0,1.0,1.0
2021-12-03,1.0,1.0,1.0,1.0,1.0
2021-12-06,1.0,1.0,1.0,1.0,1.0
2021-12-07,1.0,1.0,1.0,1.0,1.0
2021-12-08,1.0,1.0,1.0,1.0,1.0
2021-12-09,1.0,1.0,1.0,1.0,1.0
2021-12-10,1.0,1.0,1.0,1.0,1.0
2021-12-13,1.0,1.0,1.0,1.0,1.0
2021-12-14,1.0,1.0,1.0,1.0,1.0
2021-12-15,1.0,1.0,1.0,1.0,1.0
2021-12-16,1.0,1.0,1.0,1.0,1.0
2021-12-17,1.0,1.0,1.0,1.0,1.0
2021-12-20,1.0,1.0,1.0,1.0,1.0
2021-12-21,1.0,1.0,1.0,1.0,1.0
2021-12-22,1.0,1.0,1.0,1.0,1.0
2021-12-23,1.0,1.0,1.0,1.0,1.0
2021-12-24,1.0,1.0,1.0,1.0,1.0
2021-12-27,1.0,1.0,1.0,1.0,1.0
2021-12-28,1.0,1.0,1.0,1.0,1.0
2021-12-29,1.0,1.0,1.0,1.0,1.0
2021-12-30,1.0,1.0,1.0,1.0,1.0
2022-01-03,1.0,1.0,1.0,1.0,1.0
2022-01-04,1.0,1.0,1.0,1.0,1.0
2022-01-05,1.0,1.0,1.0,1.0,1.0
2022-01-06,1.0,1.0,1.0,1.0,1.0
2022-01-07,1.0,1.0,1.0,1.0,1.0
2022-01-10,1.0,1.0,1.0,1.0,1.0
2022-01-11,1.0,1.0,1.0,1.0,1.0
2022-01-12,1.0,1.0,1.0,1.0,1.0
2022-01-13,1.0,1.0,1.0,1.0,1.0
2022-01-14,1.0,1.0,1.0,1.0,1.0
2022-01-17,1.0,1.0,1.0,1.0,1.0
2022-01-18,1.0,1.0,1.0,1.0,1.0
2022-01-19,1.0,1.0,1.0,1.0,1.0
2022-01-20,1.0,1.0,1.0,1.0,1.0
2022-01-21,1.0,1.0,1.0,1.0,1.0
2022-01-24,1.0,1.0,1.0,1.0,1.0
2022-01-25,1.0,1.0,1.0,1.0,1.0
2022-01-26,1.0,1.0,1.0,1.0,1.0
2022-01-27,1.0,1.0,1.0,1.0,1.0
2022-01-28,1.0,1.0,1.0,1.0,1.0
2022-02-03,1.0,1.0,1.0,1.0061993656692945,1.0061993656692945
2022-02-04,1.0,1.0,1.0,1.0080474978124807,1.0080474978124807
2022-02-07,1.0,1.0,1.0,1.0080390998547697,1.0080390998547697
2022-02-08,1.0,1.0,1.0,1.0044063741918585,1.0044063741918585
2022-02-09,1.0,1.0,1.0,1.0078013869889544,1.0078013869889544
2022-02-10,1.0,1.0,1.0,1.0069195246692726,1.0069195246692726
2022-02-11,1.0,1.0,1.0,1.0027851752563401,1.0027851752563401
2022-02-14,1.0,1.0,1.0,0.997048934839477,0.997048934839477
2022-02-15,1.0,1.0,1.0,0.9940773932453411,0.9940773932453411
2022-02-16,1.0,1.0,1.0,1.0006383461965267,1.0006383461965267
2022-02-17,1.0,1.0,1.0,1.0004653777557253,1.0004653777557253
2022-02-18,1.0,1.0,1.0,1.0019663426306322,1.0019663426306322
2022-02-21,1.0,1.0,1.0,1.001185740452675,1.001185740452675
2022-02-22,1.0,1.0,1.0,0.996115896112715,0.996115896112715
2022-02-23,1.0,1.0,1.0,1.0000987264372694,1.0000987264372694
2022-02-24,1.0,1.0,1.0,0.992526582184646,0.992526582184646
2022-02-25,1.0,1.0,1.0,0.9970834111380701,0.9970834111380701
2022-02-28,1.0,1.0,1.0,0.9998985953379053,0.9998985953379053
2022-03-02,1.0,1.0,1.0,1.00066248290023,1.00066248290023
2022-03-03,1.0,1.0,1.0,1.004708605399828,1.004708605399828
2022-03-04,1.0,1.0,1.0,1.0034348762522614,1.0034348762522614
2022-03-07,1.0,1.0,1.0,0.9975515616980397,0.9975515616980397
2022-03-08,1.0,1.0,1.0,0.99177381101471,0.99177381101471
2022-03-10,1.0,1.0,1.0,0.9971604897927648,0.9971604897927648
2022-03-11,1.0,1.0,1.0,0.9996031872184359,0.9996031872184359
2022-03-14,1.0,1.0,1.0,0.9969050900280135,0.9969050900280135
2022-03-15,1.0,1.0,1.0,0.9936669625767912,0.9936669625767912
2022-03-16,1.0,1.0,1.0,0.9977259793688299,0.9977259793688299
2022-03-17,1.0,1.0,1.0,1.001808729257029,1.001808729257029
2022-03-18,1.0,1.0,1.0,1.0049735719012955,1.0049735719012955
2022-03-21,1.0,1.0,1.0,1.0048658452402168,1.0048658452402168
2022-03-22,1.0,1.0,1.0,1.008949058555641,1.008949058555641
2022-03-23,1.0,1.0,1.0,1.0113751655337064,1.0113751655337064
2022-03-24,1.0,1.0,1.0,1.0116315940525318,1.0116315940525318
2022-03-25,1.0,1.0,1.0,1.0115355474108463,1.0115355474108463
2022-03-28,1.0,1.0,1.0,1.015145017399092,1.015145017399092
2022-03-29,1.0,1.0,1.0,1.0157410323812779,1.0157410323812779
2022-03-30,1.0,1.0,1.0,1.0144602370562534,1.0144602370562534
2022-03-31,1.0,1.0,1.0,1.0169214221990506,1.0169214221990506
2022-04-01,1.0,1.0,1.0,1.01423645870829,1.01423645870829
2022-04-04,1.0,1.0,1.0,1.0197034452743168,1.0197034452743168
2022-04-05,1.0,1.0,1.0,1.0193482207590305,1.0193482207590305
2022-04-06,1.0,1.0,1.0,1.0176352211527502,1.0176352211527502
2022-04-07,1.0,1.0,1.0,1.013550210853264,1.013550210853264
2022-04-08,1.0,1.0,1.0,1.0133152330798785,1.0133152330798785
2022-04-11,1.0,1.0,1.0,1.0129551957487786,1.0129551957487786
2022-04-12,1.0,1.0,1.0,1.0101723279075514,1.0101723279075514
2022-04-13,1.0,1.0,1.0,1.0130932600685127,1.0130932600685127
2022-04-14,1.0,1.0,1.0,1.0147420985534557,1.0147420985534557
2022-04-15,1.0,1.0,1.0,1.0153732664911121,1.0153732664911121
2022-04-18,1.0,1.0,1.0,1.0153547234813143,1.0153547234813143
2022-04-19,1.0,1.0,1.0,1.0186995186148489,1.0186995186148489
2022-04-20,1.0,1.0,1.0,1.0192651265410277,1.0192651265410277
2022-04-21,1.0,1.0,1.0,1.0203755177147484,1.0203755177147484
2022-04-22,1.0,1.0,1.0,1.0185267802852227,1.0185267802852227
2022-04-25,1.0,1.0,1.0,1.0118155819260273,1.0118155819260273
2022-04-26,1.0,1.0,1.0,1.0157171258411868,1.0157171258411868
2022-04-27,1.0,1.0,1.0,1.0138883423685996,1.0138883423685996
2022-04-28,1.0,1.0,1.0,1.0123816694323848,1.0123816694323848
2022-04-29,1.0,1.0,1.0,1.0110988365165121,1.0110988365165121
2022-05-02,1.0,1.0,1.0,1.0106436466478974,1.0106436466478974
2022-05-03,1.0,1.0,1.0,1.0135437206880733,1.0135437206880733
2022-05-04,1.0,1.0,1.0,1.011026032221974,1.011026032221974
2022-05-06,1.0,1.0,1.0,1.0079112364201044,1.0079112364201044
2022-05-09,1.0,1.0,1.0,1.0016060226707568,1.0016060226707568
2022-05-10,1.0,1.0,1.0,0.9989229972752415,0.9989229972752415
2022-05-11,1.0,1.0,1.0,0.9995129300827559,0.9995129300827559
2022-05-12,1.0,1.0,1.0,0.9917274670386268,0.9917274670386268
2022-05-13,1.0,1.0,1.0,0.9963520072492145,0.9963520072492145
2022-05-16,1.0,1.0,1.0,0.9977178324808051,0.9977178324808051
2022-05-17,1.0,1.0,1.0,0.9995989801991205,0.9995989801991205
2022-05-18,1.0,1.0,1.0,1.0000824536113007,1.0000824536113007
2022-05-19,1.0,1.0,1.0,0.9971274724787851,0.9971274724787851
2022-05-20,1.0,1.0,1.0,1.0007568132014713,1.0007568132014713
2022-05-23,1.0,1.0,1.0,1.0000335831110683,1.0000335831110683
2022-05-24,1.0,1.0,1.0,0.9944725380370832,0.9944725380370832
2022-05-25,1.0,1.0,1.0,0.9958718606252606,0.9958718606252606
2022-05-26,1.0,1.0,1.0,0.9948146438272952,0.9948146438272952
2022-05-27,1.0,1.0,1.0,0.9972920280773916,0.9972920280773916
2022-05-30,1.0,1.0,1.0,1.0006270817474823,1.0006270817474823
2022-05-31,1.0,1.0,1.0,1.0021723162065843,1.0021723162065843
2022-06-02,1.0,1.0,1.0,1.0024295050869159,1.0024295050869159
2022-06-03,1.0,1.0,1.0,1.0044577664726881,1.0044577664726881
2022-06-07,1.0,1.0,1.0,1.0008202722181478,1.0008202722181478
2022-06-08,1.0,1.0,1.0,1.0015631688577256,1.0015631688577256
2022-06-09,1.0,1.0,1.0,0.9990257648476293,0.9990257648476293
2022-06-10,1.0,1.0,1.0,0.9957539537611312,0.9957539537611312
2022-06-13,1.0,1.0,1.0,0.9839915012542981,0.9839915012542981
2022-06-14,1.0,1.0,1.0,0.981020701726745,0.981020701726745
2022-06-15,1.0,1.0,1.0,0.973273400940564,0.973273400940564
2022-06-16,1.0,1.0,1.0,0.9736248936801254,0.9736248936801254
2022-06-17,1.0,1.0,1.0,0.9725660709111807,0.9725660709111807
2022-06-20,1.0,1.0,1.0,0.9654846249087425,0.9654846249087425
2022-06-21,1.0,1.0,1.0,0.9673631708414966,0.9673631708414966
2022-06-22,1.0,1.0,1.0,0.9595763498925122,0.9595763498925122
2022-06-23,1.0,1.0,1.0,0.9534433329626106,0.9534433329626106
2022-06-24,1.0,1.0,1.0,0.9604428857864087,0.9604428857864087
2022-06-27,1.0,1.0,1.0,0.9656900804415777,0.9656900804415777
2022-06-28,1.0,1.0,1.0,0.9679505061083329,0.9679505061083329
2022-06-29,1.0,1.0,1.0,0.9660703248265493,0.9660703248265493
2022-06-30,1.0,1.0,1.0,0.9622634350762264,0.9622634350762264
2022-07-01,1.0,1.0,1.0,0.9601019215840297,0.9601019215840297
2022-07-04,1.0,1.0,1.0,0.9579859999243188,0.9579859999243188
2022-07-05,1.0,1.0,1.0,0.9614775974358253,0.9614775974358253
2022-07-06,1.0,1.0,1.0,0.9571681964566726,0.9571681964566726
2022-07-07,1.0,1.0,1.0,0.9589848634132916,0.9589848634132916
2022-07-08,1.0,1.0,1.0,0.9597605175028335,0.9597605175028335
2022-07-11,1.0,1.0,1.0,0.9569317736643684,0.9569317736643684
2022-07-12,1.0,1.0,1.0,0.9550126807736544,0.9550126807736544
2022-07-13,1.0,1.0,1.0,0.9541454831221046,0.9541454831221046
2022-07-14,1.0,1.0,1.0,0.9541383046630809,0.9541383046630809
2022-07-15,1.0,1.0,1.0,0.9539218066974617,0.9539218066974617
2022-07-18,1.0,1.0,1.0,0.9586554107593113,0.9586554107593113
2022-07-19,1.0,1.0,1.0,0.9600707992221353,0.9600707992221353
2022-07-20,1.0,1.0,1.0,0.9631307363029529,0.9631307363029529
2022-07-21,1.0,1.0,1.0,0.963888118456416,0.963888118456416
2022-07-22,1.0,1.0,1.0,0.962747077884993,0.962747077884993
2022-07-25,1.0,1.0,1.0,0.9619744428901033,0.9619744428901033
2022-07-26,1.0,1.0,1.0,0.9630070552559276,0.9630070552559276
2022-07-27,1.0,1.0,1.0,0.9648089950759697,0.9648089950759697
2022-07-28,1.0,1.0,1.0,0.9654966630997729,0.9654966630997729
2022-07-29,1.0,1.0,1.0,0.968497010304862,0.968497010304862
2022-08-01,1.0,1.0,1.0,0.9706132824936659,0.9706132824936659
2022-08-02,1.0,1.0,1.0,0.9695127929507038,0.9695127929507038
2022-08-03,1.0,1.0,1.0,0.97178309109033,0.97178309109033
2022-08-04,1.0,1.0,1.0,0.9721421595696323,0.9721421595696323
2022-08-05,1.0,1.0,1.0,0.9741192471469903,0.9741192471469903
2022-08-08,1.0,1.0,1.0,0.9750994302698875,0.9750994302698875
2022-08-09,1.0,1.0,1.0,0.9756276489255098,0.9756276489255098
2022-08-10,1.0,1.0,1.0,0.9731426936516752,0.9731426936516752
2022-08-11,1.0,1.0,1.0,0.979153870581064,0.979153870581064
2022-08-12,1.0,1.0,1.0,0.9805072020195252,0.9805072020195252
2022-08-16,1.0,1.0,1.0,0.9826047461561623,0.9826047461561623
2022-08-17,1.0,1.0,1.0,0.9820212597903477,0.9820212597903477
2022-08-18,1.0,1.0,1.0,0.9818870998232606,0.9818870998232606
2022-08-19,1.0,1.0,1.0,0.980007367679179,0.980007367679179
2022-08-22,1.0,1.0,1.0,0.9764594898615812,0.9764594898615812
2022-08-23,1.0,1.0,1.0,0.9746090480727693,0.9746090480727693
2022-08-24,1.0,1.0,1.0,0.9763087804065118,0.9763087804065118
2022-08-25,1.0,1.0,1.0,0.9793356919408645,0.9793356919408645
2022-08-26,1.0,1.0,1.0,0.9805890759137649,0.9805890759137649
2022-08-29,1.0,1.0,1.0,0.973537807813407,0.973537807813407
2022-08-30,1.0,1.0,1.0,0.9768917678871402,0.9768917678871402
2022-08-31,1.0,1.0,1.0,0.9765352197203431,0.9765352197203431
2022-09-01,1.0,1.0,1.0,0.9705841165303937,0.9705841165303937
2022-09-02,1.0,1.0,1.0,0.972049401394068,0.972049401394068
2022-09-05,1.0,1.0,1.0,0.9719076354564167,0.9719076354564167
2022-09-06,1.0,1.0,1.0,0.975671560641834,0.975671560641834
2022-09-07,1.0,1.0,1.0,0.9719262022864985,0.9719262022864985
2022-09-08,1.0,1.0,1.0,0.9728104393709666,0.9728104393709666
2022-09-13,1.0,1.0,1.0,0.979036493983805,0.979036493983805
2022-09-14,1.0,1.0,1.0,0.9743615438986385,0.9743615438986385
2022-09-15,1.0,1.0,1.0,0.9761520002683796,0.9761520002683796
2022-09-16,1.0,1.0,1.0,0.9708234165709236,0.9708234165709236
2022-09-19,1.0,1.0,1.0,0.9659591892988885,0.9659591892988885
2022-09-20,1.0,1.0,1.0,0.969393867029547,0.969393867029547
2022-09-21,1.0,1.0,1.0,0.9684712705615723,0.9684712705615723
2022-09-22,1.0,1.0,1.0,0.9685013921372514,0.9685013921372514
2022-09-23,1.0,1.0,1.0,0.9626867829487048,0.9626867829487048
2022-09-26,1.0,1.0,1.0,0.9522099943748406,0.9522099943748406
2022-09-27,1.0,1.0,1.0,0.9510209485126047,0.9510209485126047
2022-09-28,1.0,1.0,1.0,0.9433432884190384,0.9433432884190384
2022-09-29,1.0,1.0,1.0,0.9421929377197886,0.9421929377197886
2022-09-30,1.0,1.0,1.0,0.9385970872097398,0.9385970872097398
2022-10-04,1.0,1.0,1.0,0.9456778907964972,0.9456778907964972
2022-10-05,1.0,1.0,1.0,0.9459081065551619,0.9459081065551619
2022-10-06,1.0,1.0,1.0,0.9495539120306528,0.9495539120306528
2022-10-07,1.0,1.0,1.0,0.9480404474906466,0.9480404474906466
2022-10-11,1.0,1.0,1.0,0.94053469890375,0.94053469890375
2022-10-12,1.0,1.0,1.0,0.9406805418513172,0.9406805418513172
2022-10-13,1.0,1.0,1.0,0.9334909729784949,0.9334909729784949
2022-10-14,1.0,1.0,1.0,0.9399837022338328,0.9399837022338328
2022-10-17,1.0,1.0,1.0,0.94588865081088,0.94588865081088
2022-10-18,1.0,1.0,1.0,0.9494337723575442,0.9494337723575442
2022-10-19,1.0,1.0,1.0,0.9479321649326524,0.9479321649326524
2022-10-20,1.0,1.0,1.0,0.9464715067851697,0.9464715067851697
2022-10-21,1.0,1.0,1.0,0.944094638523247,0.944094638523247
2022-10-24,1.0,1.0,1.0,0.9481064851026845,0.9481064851026845
2022-10-25,1.0,1.0,1.0,0.9467697271469862,0.9467697271469862
2022-10-26,1.0,1.0,1.0,0.9448253506687684,0.9448253506687684
2022-10-27,1.0,1.0,1.0,0.9491444913921582,0.9491444913921582
2022-10-28,1.0,1.0,1.0,0.9458060082886726,0.9458060082886726
2022-10-31,1.0,1.0,1.0,0.9509173916800281,0.9509173916800281
2022-11-01,1.0,1.0,1.0,0.9538770158331983,0.9538770158331983
2022-11-02,1.0,1.0,1.0,0.9521846945405656,0.9521846945405656
2022-11-03,1.0,1.0,1.0,0.9519544461034527,0.9519544461034527
2022-11-04,1.0,1.0,1.0,0.9519705106205599,0.9519705106205599
2022-11-07,1.0,1.0,1.0,0.9531403512861601,0.9531403512861601
2022-11-08,1.0,1.0,1.0,0.9541013419871154,0.9541013419871154
2022-11-09,1.0,1.0,1.0,0.9558386528789993,0.9558386528789993
2022-11-10,1.0,1.0,1.0,0.9514581315274063,0.9514581315274063
2022-11-11,1.0,1.0,1.0,0.9568744827297576,0.9568744827297576
2022-11-14,1.0,1.0,1.0,0.9593336946072005,0.9593336946072005
2022-11-15,1.0,1.0,1.0,0.9595421806200707,0.9595421806200707
2022-11-16,1.0,1.0,1.0,0.9602272368155692,0.9602272368155692
2022-11-17,1.0,1.0,1.0,0.9562685245278545,0.9562685245278545
2022-11-18,1.0,1.0,1.0,0.9548773998844663,0.9548773998844663
2022-11-21,1.0,1.0,1.0,0.9528758950952245,0.9528758950952245
2022-11-22,1.0,1.0,1.0,0.9517932365506915,0.9517932365506915
2022-11-23,1.0,1.0,1.0,0.9563933279052091,0.9563933279052091
