Variant_baseline,SignalDate,NextDate,GrossReturn_baseline,NetReturn_baseline,Turnover_baseline,NAV_baseline,Holdings_baseline,Variant_candidate,GrossReturn_candidate,NetReturn_candidate,Turnover_candidate,NAV_candidate,Holdings_candidate,NetReturnDelta
rule_sector_cap2_breadth_it_us5_risk_on,2023-06-30,2023-07-31,0.09314229274601465,0.09215657846030037,0.9857142857142855,2.6607658923079684,7,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.11090678436586393,0.11004964150872107,0.857142857142857,2.747403736533477,7,0.0178930630484207
rule_sector_cap2_breadth_it_us5_risk_on,2023-07-31,2023-08-31,-0.041652094657032755,-0.04198066608560418,0.3285714285714285,2.549065167851023,7,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.05037644698522287,-0.05066216127093715,0.2857142857142857,2.6082143253568426,7,-0.008681495185332969
rule_sector_cap2_breadth_it_us5_risk_on,2023-08-31,2023-10-31,-0.087372044494187,-0.08802918735132986,0.657142857142857,2.324673032619516,7,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.09265907168331527,-0.09338050025474384,0.7214285714285714,2.3646579668834313,7,-0.0053513129034139795
rule_sector_cap2_breadth_it_us5_risk_on,2023-10-31,2023-11-30,0.11736053677647784,0.11521053677647784,2.15,2.592499860537413,5,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.11736053677647784,0.11521053677647784,2.15,2.637091480540846,5,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2023-11-30,2024-01-31,-0.028650548789997662,-0.030400548789997664,1.75,2.5136864420390834,4,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.028650548789997662,-0.030400548789997664,1.75,2.556922452322977,4,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2024-01-31,2024-02-29,0.11249170024465385,0.11124884310179671,1.2428571428571429,2.793331150636603,7,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.13036437479002697,0.12903580336145554,1.3285714285714285,2.8868569950914154,7,0.017786960259658827
rule_sector_cap2_breadth_it_us5_risk_on,2024-02-29,2024-04-30,-0.01148962815686301,-0.012732485299720153,1.2428571428571429,2.757765102823872,4,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.01148962815686301,-0.01281819958543444,1.3285714285714285,2.849852685953726,4,-8.571428571428619e-05
rule_sector_cap2_breadth_it_us5_risk_on,2024-04-30,2024-05-31,0.080651451645173,0.07940859450231585,1.2428571428571429,2.97675535360665,7,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.0918357613133189,0.09050718988474747,1.3285714285714285,3.107784844144897,7,0.011098595382431617
rule_sector_cap2_breadth_it_us5_risk_on,2024-05-31,2024-06-28,0.01948255584940233,0.01864684156368804,0.8357142857142857,3.032262439059213,5,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.01948255584940233,0.0187039844208309,0.7785714285714286,3.165912803453078,5,5.714285714285977e-05
rule_sector_cap2_breadth_it_us5_risk_on,2024-06-28,2024-07-31,-0.026472961100237558,-0.02784796110023756,1.375,2.947820112610581,4,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.026472961100237558,-0.02784796110023756,1.375,3.0777485868557726,4,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2024-07-31,2024-08-30,0.02838285359320495,0.02681142502177638,1.5714285714285712,3.026855370537524,7,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.03848179262062971,0.036867506906343994,1.6142857142857143,3.191217504137668,7,0.010056081884567615
rule_sector_cap2_breadth_it_us5_risk_on,2024-08-30,2024-09-30,0.02700832244545466,0.025844036731168946,1.1642857142857144,3.105081531913632,5,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.02700832244545466,0.025944036731168945,1.0642857142857143,3.274010568282165,5,9.99999999999994e-05
rule_sector_cap2_breadth_it_us5_risk_on,2024-09-30,2024-10-31,0.06892313316753956,0.06743027602468242,1.4928571428571429,3.314458036689712,7,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.07571457514994523,0.07425028943565952,1.4642857142857144,3.517106800592524,7,0.006820013410977099
rule_sector_cap2_breadth_it_us5_risk_on,2024-10-31,2024-11-29,0.17270641953396892,0.1723778481053975,0.3285714285714285,3.885797180689925,7,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.19933486244362827,0.199049148157914,0.2857142857142857,4.217183913230872,7,0.0266713000525165
rule_sector_cap2_breadth_it_us5_risk_on,2024-11-29,2025-01-31,0.05818850000670055,0.05720278572098626,0.9857142857142855,4.108075604172143,7,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.08074386791241053,0.07973672505526767,1.0071428571428571,4.5534483474276595,7,0.02253393933428141
rule_sector_cap2_breadth_it_us5_risk_on,2025-01-31,2025-02-28,-0.033874373718614514,-0.03518865943290023,1.314285714285714,3.963517930812323,7,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.026954839228004315,-0.02824769637086146,1.2928571428571427,4.424823921069122,7,0.006940963062038768
rule_sector_cap2_breadth_it_us5_risk_on,2025-02-28,2025-03-31,-0.008556363366938373,-0.010456363366938374,1.9,3.922073947116374,4,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.008556363366938373,-0.010456363366938374,1.9,4.378556354315703,4,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2025-03-31,2025-04-30,-0.023011424362394096,-0.024386424362394098,1.375,3.826428587461304,5,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.023011424362394096,-0.024386424362394098,1.375,4.271779020964702,5,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2025-04-30,2025-05-30,0.12595753037662735,0.12435753037662735,1.6,4.3022737967605185,5,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.12595753037662735,0.12435753037662735,1.6,4.80300691032656,5,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2025-05-30,2025-06-30,0.07390132812550916,0.07310132812550917,0.8,4.616775725263289,5,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.07390132812550916,0.07310132812550917,0.8,5.154113094467429,5,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2025-06-30,2025-07-31,0.11797630963163125,0.11697630963163125,1.0,5.156829112001486,6,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.11797630963163125,0.11697630963163125,1.0,5.757022223682296,6,0.0
rule_sector_cap2_breadth_it_us5_risk_on,2025-07-31,2025-08-29,-0.02313692291368004,-0.023644065770822897,0.5071428571428572,5.034900705308429,7,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.02627074389381724,-0.026896934370007716,0.6261904761904762,5.602175974765237,7,-0.003252868599184819
rule_sector_cap2_breadth_it_us5_risk_on,2025-08-29,2025-09-30,0.09240879346849296,0.09208022203992153,0.3285714285714285,5.498515480202187,7,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.09289619912352629,0.092610484837812,0.2857142857142857,6.120996207934988,7,0.0005302627978904656
rule_sector_cap2_breadth_it_us5_risk_on,2025-09-30,2025-10-31,0.1189311427230326,0.11827399986588974,0.657142857142857,6.148846899370213,7,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.1362055698532411,0.13548414128181252,0.7214285714285714,6.95029412295629,7,0.01721014141592278
rule_sector_cap2_breadth_it_us5_risk_on,2025-10-31,2025-11-28,-0.020314397990109315,-0.02097154084725217,0.657142857142857,6.019896105456571,7,rule_sector_cap2_breadth_it_us5_top2_risk_on,-0.025384090617308806,-0.025955519188737376,0.5714285714285714,6.769895630480529,7,-0.004983978341485205
rule_sector_cap2_breadth_it_us5_risk_on,2025-11-28,2026-01-30,0.2801224965872209,0.27880821087293517,1.314285714285714,7.698292568259868,7,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.3376429475714438,0.33635009042858666,1.2928571428571427,9.04695063798475,7,0.05754187955565149
rule_sector_cap2_breadth_it_us5_risk_on,2026-01-30,2026-02-27,0.10298489155285229,0.10101346298142372,1.971428571428571,8.475923759623955,7,rule_sector_cap2_breadth_it_us5_top2_risk_on,0.11895013777124912,0.1169358520569634,2.0142857142857142,10.104863519354787,7,0.01592238907553968
