Symbol,YahooTicker,Name,Sector,UniverseType,StartDate,EndDate,SnapshotDate,RevisionDate,OldId
BAC,BAC,Bank of America Corp,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
BAX,BAX,Baxter International Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
BIIB,BIIB,Biogen Idec,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
BK,BK,Bank of New York,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
BMY,BMY,Bristol-Myers Squibb,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
BRK.B,BRK-B,Berkshire Hathaway,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
C,C,Citigroup Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
CAT,CAT,Caterpillar Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
CL,CL,Colgate-Palmolive Co.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
CMCSA,CMCSA,Comcast Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
COF,COF,Capital One Financial Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
COP,COP,ConocoPhillips,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
COST,COST,Costco,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
CSCO,CSCO,Cisco Systems,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
CVS,CVS,CVS Caremark,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
CVX,CVX,Chevron,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
DD,DD,DuPont,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
DIS,DIS,The Walt Disney Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
DOW,DOW,Dow Chemical,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
DVN,DVN,Devon Energy,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
EBAY,EBAY,eBay Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
EMC,EMC,EMC Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
EMR,EMR,Emerson Electric Co.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
EXC,EXC,Exelon,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
F,F,Ford Motor,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
FB,FB,Facebook,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
FCX,FCX,Freeport-McMoran,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
FDX,FDX,FedEx,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
FOXA,FOXA,"Twenty-First Century Fox, Inc",,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
GD,GD,General Dynamics,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
GE,GE,General Electric Co.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
GILD,GILD,Gilead Sciences,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
GM,GM,General Motors,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
GOOG,GOOG,Google Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
GS,GS,Goldman Sachs,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
HAL,HAL,Halliburton,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
HD,HD,Home Depot,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
HON,HON,Honeywell,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
HPQ,HPQ,Hewlett Packard Co,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
IBM,IBM,International Business Machines,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
INTC,INTC,Intel Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
JNJ,JNJ,Johnson & Johnson Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
JPM,JPM,JP Morgan Chase & Co,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
KO,KO,The Coca-Cola Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
LLY,LLY,Eli Lilly and Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
LMT,LMT,Lockheed-Martin,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
LOW,LOW,Lowe's,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
MA,MA,Mastercard Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
MCD,MCD,McDonald's Corp,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
MDLZ,MDLZ,Mondelēz International,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
MDT,MDT,Medtronic Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
MET,MET,Metlife Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
MMM,MMM,3M Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
MO,MO,Altria Group,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
MON,MON,Monsanto,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
MRK,MRK,Merck & Co.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
MS,MS,Morgan Stanley,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
MSFT,MSFT,Microsoft,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
NKE,NKE,Nike,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
NOV,NOV,National Oilwell Varco,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
NSC,NSC,Norfolk Southern Corp,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
ORCL,ORCL,Oracle Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
OXY,OXY,Occidental Petroleum Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
PEP,PEP,Pepsico Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
PFE,PFE,Pfizer Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
PG,PG,Procter & Gamble Co,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
PM,PM,Phillip Morris International,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
QCOM,QCOM,Qualcomm Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
RTN,RTN,Raytheon Co (NEW),,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
SBUX,SBUX,Starbucks Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
SLB,SLB,Schlumberger,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
SO,SO,Southern Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
SPG,SPG,"Simon Property Group, Inc.",,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
T,T,AT&T Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
TGT,TGT,Target Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
TWX,TWX,Time Warner Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
TXN,TXN,Texas Instruments,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
UNH,UNH,UnitedHealth Group Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
UNP,UNP,Union Pacific Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
UPS,UPS,United Parcel Service Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
USB,USB,US Bancorp,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
UTX,UTX,United Technologies Corp,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
V,V,Visa Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
VZ,VZ,Verizon Communications Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
WBA,WBA,Walgreens Boots Alliance,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
WFC,WFC,Wells Fargo,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
WMT,WMT,Wal-Mart,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
XOM,XOM,Exxon Mobil Corp,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-08-31,2015-09-29,2015-08-31,2015-06-11,666413597
AAPL,AAPL,Apple Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
ABBV,ABBV,AbbVie Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
ABT,ABT,Abbott Laboratories,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
ACN,ACN,Accenture plc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
AIG,AIG,American International Group Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
ALL,ALL,Allstate Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
AMGN,AMGN,Amgen Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
AMZN,AMZN,Amazon.com,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
APA,APA,Apache Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
APC,APC,Anadarko Petroleum Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
AXP,AXP,American Express Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
BA,BA,Boeing Co.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
BAC,BAC,Bank of America Corp,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
BAX,BAX,Baxter International Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
BIIB,BIIB,Biogen Idec,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
BK,BK,Bank of New York,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
BMY,BMY,Bristol-Myers Squibb,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
BRK.B,BRK-B,Berkshire Hathaway,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
C,C,Citigroup Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
CAT,CAT,Caterpillar Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
CL,CL,Colgate-Palmolive Co.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
CMCSA,CMCSA,Comcast Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
COF,COF,Capital One Financial Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
COP,COP,ConocoPhillips,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
COST,COST,Costco,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
CSCO,CSCO,Cisco Systems,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
CVS,CVS,CVS Caremark,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
CVX,CVX,Chevron,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
DD,DD,DuPont,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
DIS,DIS,The Walt Disney Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
DOW,DOW,Dow Chemical,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
DVN,DVN,Devon Energy,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
EBAY,EBAY,eBay Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
EMC,EMC,EMC Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
EMR,EMR,Emerson Electric Co.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
EXC,EXC,Exelon,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
F,F,Ford Motor,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
FB,FB,Facebook,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
FCX,FCX,Freeport-McMoran,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
FDX,FDX,FedEx,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
FOXA,FOXA,"Twenty-First Century Fox, Inc",,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
GD,GD,General Dynamics,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
GE,GE,General Electric Co.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
GILD,GILD,Gilead Sciences,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
GM,GM,General Motors,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
GOOG,GOOG,Google Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
GS,GS,Goldman Sachs,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
HAL,HAL,Halliburton,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
HD,HD,Home Depot,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
HON,HON,Honeywell,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
HPQ,HPQ,Hewlett Packard Co,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
IBM,IBM,International Business Machines,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
INTC,INTC,Intel Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
JNJ,JNJ,Johnson & Johnson Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
JPM,JPM,JP Morgan Chase & Co,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
KO,KO,The Coca-Cola Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
LLY,LLY,Eli Lilly and Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
LMT,LMT,Lockheed-Martin,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
LOW,LOW,Lowe's,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
MA,MA,Mastercard Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
MCD,MCD,McDonald's Corp,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
MDLZ,MDLZ,Mondelēz International,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
MDT,MDT,Medtronic Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
MET,MET,Metlife Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
MMM,MMM,3M Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
MO,MO,Altria Group,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
MON,MON,Monsanto,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
MRK,MRK,Merck & Co.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
MS,MS,Morgan Stanley,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
MSFT,MSFT,Microsoft,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
NKE,NKE,Nike,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
NOV,NOV,National Oilwell Varco,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
NSC,NSC,Norfolk Southern Corp,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
ORCL,ORCL,Oracle Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
OXY,OXY,Occidental Petroleum Corp.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
PEP,PEP,Pepsico Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
PFE,PFE,Pfizer Inc,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
PG,PG,Procter & Gamble Co,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
PM,PM,Phillip Morris International,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
QCOM,QCOM,Qualcomm Inc.,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
RTN,RTN,Raytheon Co (NEW),,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
SBUX,SBUX,Starbucks Corporation,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
SLB,SLB,Schlumberger,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
SO,SO,Southern Company,,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
SPG,SPG,"Simon Property Group, Inc.",,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2015-09-30,2015-10-30,2015-09-30,2015-06-11,666413597
