Symbol,YahooTicker,Name,Sector,UniverseType,StartDate,EndDate,SnapshotDate,RevisionDate,OldId
F,F,Ford Motor Company,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
FDX,FDX,FedEx,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
GD,GD,General Dynamics,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
GE,GE,GE Aerospace,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
GILD,GILD,Gilead Sciences,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
GM,GM,General Motors,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
GOOG,GOOG,Alphabet Inc. (Class C),Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
GOOGL,GOOGL,Alphabet Inc. (Class A),Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
GS,GS,Goldman Sachs,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
HD,HD,Home Depot,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
HON,HON,Honeywell,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
IBM,IBM,IBM,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
INTC,INTC,Intel,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
INTU,INTU,Intuit,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
JNJ,JNJ,Johnson & Johnson,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
JPM,JPM,JPMorgan Chase,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
KHC,KHC,Kraft Heinz,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
KO,KO,Coca-Cola Company (The),Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
LIN,LIN,Linde plc,Materials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
LLY,LLY,Eli Lilly and Company,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
LMT,LMT,Lockheed Martin,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
LOW,LOW,Lowe's,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
MA,MA,Mastercard,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
MCD,MCD,McDonald's,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
MDLZ,MDLZ,Mondelēz International,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
MDT,MDT,Medtronic,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
MET,MET,MetLife,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
META,META,Meta Platforms,Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
MMM,MMM,3M,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
MO,MO,Altria,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
MRK,MRK,Merck & Co.,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
MS,MS,Morgan Stanley,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
MSFT,MSFT,Microsoft,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
NEE,NEE,NextEra Energy,Utilities,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
NFLX,NFLX,"Netflix, Inc.",Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
NKE,NKE,"Nike, Inc.",Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
NVDA,NVDA,Nvidia,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
ORCL,ORCL,Oracle Corporation,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
PEP,PEP,PepsiCo,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
PFE,PFE,Pfizer,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
PG,PG,Procter & Gamble,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
PM,PM,Philip Morris International,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
PYPL,PYPL,PayPal,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
QCOM,QCOM,Qualcomm,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
RTX,RTX,RTX Corporation,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
SBUX,SBUX,Starbucks,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
SCHW,SCHW,Charles Schwab Corporation,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
SO,SO,Southern Company,Utilities,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
SPG,SPG,Simon Property Group,Real Estate,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
T,T,AT&T,Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
TGT,TGT,Target Corporation,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
TMO,TMO,Thermo Fisher Scientific,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
TMUS,TMUS,T-Mobile US,Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
TSLA,TSLA,"Tesla, Inc.",Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
TXN,TXN,Texas Instruments,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
UNH,UNH,UnitedHealth Group,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
UNP,UNP,Union Pacific Corporation,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
UPS,UPS,United Parcel Service,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
USB,USB,U.S. Bancorp,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
V,V,Visa Inc.,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
VZ,VZ,Verizon,Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
WFC,WFC,Wells Fargo,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
WMT,WMT,Walmart,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
XOM,XOM,ExxonMobil,Energy,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-01-31,2025-02-27,2025-01-31,2025-01-25,1271728974
AAPL,AAPL,Apple Inc.,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
ABBV,ABBV,AbbVie,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
ABT,ABT,Abbott Laboratories,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
ACN,ACN,Accenture,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
ADBE,ADBE,Adobe Inc.,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
AIG,AIG,American International Group,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
AMD,AMD,Advanced Micro Devices,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
AMGN,AMGN,Amgen,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
AMT,AMT,American Tower,Real Estate,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
AMZN,AMZN,Amazon,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
AVGO,AVGO,Broadcom,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
AXP,AXP,American Express,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
BA,BA,Boeing,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
BAC,BAC,Bank of America,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
BK,BK,BNY Mellon,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
BKNG,BKNG,Booking Holdings,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
BLK,BLK,BlackRock,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
BMY,BMY,Bristol Myers Squibb,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
BRK.B,BRK-B,Berkshire Hathaway (Class B),Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
C,C,Citigroup,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
CAT,CAT,Caterpillar Inc.,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
CHTR,CHTR,Charter Communications,Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
CL,CL,Colgate-Palmolive,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
CMCSA,CMCSA,Comcast,Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
COF,COF,Capital One,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
COP,COP,ConocoPhillips,Energy,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
COST,COST,Costco,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
CRM,CRM,Salesforce,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
CSCO,CSCO,Cisco,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
CVS,CVS,CVS Health,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
CVX,CVX,Chevron Corporation,Energy,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
DE,DE,Deere & Company,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
DHR,DHR,Danaher Corporation,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
DIS,DIS,Walt Disney Company (The),Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
DOW,DOW,Dow Inc.,Materials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
DUK,DUK,Duke Energy,Utilities,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
EMR,EMR,Emerson Electric,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
F,F,Ford Motor Company,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
FDX,FDX,FedEx,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
GD,GD,General Dynamics,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
GE,GE,GE Aerospace,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
GILD,GILD,Gilead Sciences,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
GM,GM,General Motors,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
GOOG,GOOG,Alphabet Inc. (Class C),Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
GOOGL,GOOGL,Alphabet Inc. (Class A),Communication Services,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
GS,GS,Goldman Sachs,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
HD,HD,Home Depot,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
HON,HON,Honeywell,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
IBM,IBM,IBM,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
INTC,INTC,Intel,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
INTU,INTU,Intuit,Information Technology,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
JNJ,JNJ,Johnson & Johnson,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
JPM,JPM,JPMorgan Chase,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
KHC,KHC,Kraft Heinz,Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
KO,KO,Coca-Cola Company (The),Consumer Staples,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
LIN,LIN,Linde plc,Materials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
LLY,LLY,Eli Lilly and Company,Health Care,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
LMT,LMT,Lockheed Martin,Industrials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
LOW,LOW,Lowe's,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
MA,MA,Mastercard,Financials,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
MCD,MCD,McDonald's,Consumer Discretionary,WIKIPEDIA_REVISION_POINT_IN_TIME_APPROX,2025-02-28,2025-03-30,2025-02-28,2025-02-16,1276096856
