Symbol,Name,Sector,YahooTicker,SnapshotDate,RevisionDate,OldId
DOW,Dow Chemical,,DOW,2015-10-31,2015-06-11,666413597
DVN,Devon Energy,,DVN,2015-10-31,2015-06-11,666413597
EBAY,eBay Inc.,,EBAY,2015-10-31,2015-06-11,666413597
EMC,EMC Corporation,,EMC,2015-10-31,2015-06-11,666413597
EMR,Emerson Electric Co.,,EMR,2015-10-31,2015-06-11,666413597
EXC,Exelon,,EXC,2015-10-31,2015-06-11,666413597
F,Ford Motor,,F,2015-10-31,2015-06-11,666413597
FB,Facebook,,FB,2015-10-31,2015-06-11,666413597
FCX,Freeport-McMoran,,FCX,2015-10-31,2015-06-11,666413597
FDX,FedEx,,FDX,2015-10-31,2015-06-11,666413597
FOXA,"Twenty-First Century Fox, Inc",,FOXA,2015-10-31,2015-06-11,666413597
GD,General Dynamics,,GD,2015-10-31,2015-06-11,666413597
GE,General Electric Co.,,GE,2015-10-31,2015-06-11,666413597
GILD,Gilead Sciences,,GILD,2015-10-31,2015-06-11,666413597
GM,General Motors,,GM,2015-10-31,2015-06-11,666413597
GOOG,Google Inc.,,GOOG,2015-10-31,2015-06-11,666413597
GS,Goldman Sachs,,GS,2015-10-31,2015-06-11,666413597
HAL,Halliburton,,HAL,2015-10-31,2015-06-11,666413597
HD,Home Depot,,HD,2015-10-31,2015-06-11,666413597
HON,Honeywell,,HON,2015-10-31,2015-06-11,666413597
HPQ,Hewlett Packard Co,,HPQ,2015-10-31,2015-06-11,666413597
IBM,International Business Machines,,IBM,2015-10-31,2015-06-11,666413597
INTC,Intel Corporation,,INTC,2015-10-31,2015-06-11,666413597
JNJ,Johnson & Johnson Inc,,JNJ,2015-10-31,2015-06-11,666413597
JPM,JP Morgan Chase & Co,,JPM,2015-10-31,2015-06-11,666413597
KO,The Coca-Cola Company,,KO,2015-10-31,2015-06-11,666413597
LLY,Eli Lilly and Company,,LLY,2015-10-31,2015-06-11,666413597
LMT,Lockheed-Martin,,LMT,2015-10-31,2015-06-11,666413597
LOW,Lowe's,,LOW,2015-10-31,2015-06-11,666413597
MA,Mastercard Inc,,MA,2015-10-31,2015-06-11,666413597
MCD,McDonald's Corp,,MCD,2015-10-31,2015-06-11,666413597
MDLZ,Mondelēz International,,MDLZ,2015-10-31,2015-06-11,666413597
MDT,Medtronic Inc.,,MDT,2015-10-31,2015-06-11,666413597
MET,Metlife Inc.,,MET,2015-10-31,2015-06-11,666413597
MMM,3M Company,,MMM,2015-10-31,2015-06-11,666413597
MO,Altria Group,,MO,2015-10-31,2015-06-11,666413597
MON,Monsanto,,MON,2015-10-31,2015-06-11,666413597
MRK,Merck & Co.,,MRK,2015-10-31,2015-06-11,666413597
MS,Morgan Stanley,,MS,2015-10-31,2015-06-11,666413597
MSFT,Microsoft,,MSFT,2015-10-31,2015-06-11,666413597
NKE,Nike,,NKE,2015-10-31,2015-06-11,666413597
NOV,National Oilwell Varco,,NOV,2015-10-31,2015-06-11,666413597
NSC,Norfolk Southern Corp,,NSC,2015-10-31,2015-06-11,666413597
ORCL,Oracle Corporation,,ORCL,2015-10-31,2015-06-11,666413597
OXY,Occidental Petroleum Corp.,,OXY,2015-10-31,2015-06-11,666413597
PEP,Pepsico Inc.,,PEP,2015-10-31,2015-06-11,666413597
PFE,Pfizer Inc,,PFE,2015-10-31,2015-06-11,666413597
PG,Procter & Gamble Co,,PG,2015-10-31,2015-06-11,666413597
PM,Phillip Morris International,,PM,2015-10-31,2015-06-11,666413597
QCOM,Qualcomm Inc.,,QCOM,2015-10-31,2015-06-11,666413597
RTN,Raytheon Co (NEW),,RTN,2015-10-31,2015-06-11,666413597
SBUX,Starbucks Corporation,,SBUX,2015-10-31,2015-06-11,666413597
SLB,Schlumberger,,SLB,2015-10-31,2015-06-11,666413597
SO,Southern Company,,SO,2015-10-31,2015-06-11,666413597
SPG,"Simon Property Group, Inc.",,SPG,2015-10-31,2015-06-11,666413597
T,AT&T Inc,,T,2015-10-31,2015-06-11,666413597
TGT,Target Corp.,,TGT,2015-10-31,2015-06-11,666413597
TWX,Time Warner Inc.,,TWX,2015-10-31,2015-06-11,666413597
TXN,Texas Instruments,,TXN,2015-10-31,2015-06-11,666413597
UNH,UnitedHealth Group Inc.,,UNH,2015-10-31,2015-06-11,666413597
UNP,Union Pacific Corp.,,UNP,2015-10-31,2015-06-11,666413597
UPS,United Parcel Service Inc,,UPS,2015-10-31,2015-06-11,666413597
USB,US Bancorp,,USB,2015-10-31,2015-06-11,666413597
UTX,United Technologies Corp,,UTX,2015-10-31,2015-06-11,666413597
V,Visa Inc.,,V,2015-10-31,2015-06-11,666413597
VZ,Verizon Communications Inc,,VZ,2015-10-31,2015-06-11,666413597
WBA,Walgreens Boots Alliance,,WBA,2015-10-31,2015-06-11,666413597
WFC,Wells Fargo,,WFC,2015-10-31,2015-06-11,666413597
WMT,Wal-Mart,,WMT,2015-10-31,2015-06-11,666413597
XOM,Exxon Mobil Corp,,XOM,2015-10-31,2015-06-11,666413597
AAPL,Apple Inc.,,AAPL,2015-11-30,2015-11-05,689231627
ABBV,AbbVie Inc.,,ABBV,2015-11-30,2015-11-05,689231627
ABT,Abbott Laboratories,,ABT,2015-11-30,2015-11-05,689231627
ACN,Accenture plc,,ACN,2015-11-30,2015-11-05,689231627
AIG,American International Group Inc.,,AIG,2015-11-30,2015-11-05,689231627
ALL,Allstate Corp.,,ALL,2015-11-30,2015-11-05,689231627
AMGN,Amgen Inc.,,AMGN,2015-11-30,2015-11-05,689231627
AMZN,Amazon.com,,AMZN,2015-11-30,2015-11-05,689231627
APA,Apache Corp.,,APA,2015-11-30,2015-11-05,689231627
APC,Anadarko Petroleum Corporation,,APC,2015-11-30,2015-11-05,689231627
AXP,American Express Inc.,,AXP,2015-11-30,2015-11-05,689231627
BA,Boeing Co.,,BA,2015-11-30,2015-11-05,689231627
BAC,Bank of America Corp,,BAC,2015-11-30,2015-11-05,689231627
BAX,Baxter International Inc,,BAX,2015-11-30,2015-11-05,689231627
BIIB,Biogen Idec,,BIIB,2015-11-30,2015-11-05,689231627
BK,Bank of New York,,BK,2015-11-30,2015-11-05,689231627
BLK,BlackRock Inc,,BLK,2015-11-30,2015-11-05,689231627
BMY,Bristol-Myers Squibb,,BMY,2015-11-30,2015-11-05,689231627
BRK.B,Berkshire Hathaway,,BRK-B,2015-11-30,2015-11-05,689231627
C,Citigroup Inc,,C,2015-11-30,2015-11-05,689231627
CAT,Caterpillar Inc,,CAT,2015-11-30,2015-11-05,689231627
CL,Colgate-Palmolive Co.,,CL,2015-11-30,2015-11-05,689231627
CMCSA,Comcast Corporation,,CMCSA,2015-11-30,2015-11-05,689231627
COF,Capital One Financial Corp.,,COF,2015-11-30,2015-11-05,689231627
COP,ConocoPhillips,,COP,2015-11-30,2015-11-05,689231627
COST,Costco,,COST,2015-11-30,2015-11-05,689231627
CSCO,Cisco Systems,,CSCO,2015-11-30,2015-11-05,689231627
CVS,CVS Caremark,,CVS,2015-11-30,2015-11-05,689231627
CVX,Chevron,,CVX,2015-11-30,2015-11-05,689231627
DD,DuPont,,DD,2015-11-30,2015-11-05,689231627
DIS,The Walt Disney Company,,DIS,2015-11-30,2015-11-05,689231627
DOW,Dow Chemical,,DOW,2015-11-30,2015-11-05,689231627
DVN,Devon Energy,,DVN,2015-11-30,2015-11-05,689231627
EBAY,eBay Inc.,,EBAY,2015-11-30,2015-11-05,689231627
EMC,EMC Corporation,,EMC,2015-11-30,2015-11-05,689231627
EMR,Emerson Electric Co.,,EMR,2015-11-30,2015-11-05,689231627
EXC,Exelon,,EXC,2015-11-30,2015-11-05,689231627
F,Ford Motor,,F,2015-11-30,2015-11-05,689231627
FB,Facebook,,FB,2015-11-30,2015-11-05,689231627
FCX,Freeport-McMoran,,FCX,2015-11-30,2015-11-05,689231627
FDX,FedEx,,FDX,2015-11-30,2015-11-05,689231627
FOXA,"Twenty-First Century Fox, Inc",,FOXA,2015-11-30,2015-11-05,689231627
GD,General Dynamics,,GD,2015-11-30,2015-11-05,689231627
GE,General Electric Co.,,GE,2015-11-30,2015-11-05,689231627
GILD,Gilead Sciences,,GILD,2015-11-30,2015-11-05,689231627
GM,General Motors,,GM,2015-11-30,2015-11-05,689231627
GOOG,Google Inc.,,GOOG,2015-11-30,2015-11-05,689231627
GS,Goldman Sachs,,GS,2015-11-30,2015-11-05,689231627
HAL,Halliburton,,HAL,2015-11-30,2015-11-05,689231627
HD,Home Depot,,HD,2015-11-30,2015-11-05,689231627
HON,Honeywell,,HON,2015-11-30,2015-11-05,689231627
IBM,International Business Machines,,IBM,2015-11-30,2015-11-05,689231627
INTC,Intel Corporation,,INTC,2015-11-30,2015-11-05,689231627
JNJ,Johnson & Johnson Inc,,JNJ,2015-11-30,2015-11-05,689231627
JPM,JP Morgan Chase & Co,,JPM,2015-11-30,2015-11-05,689231627
KO,The Coca-Cola Company,,KO,2015-11-30,2015-11-05,689231627
LLY,Eli Lilly and Company,,LLY,2015-11-30,2015-11-05,689231627
LMT,Lockheed-Martin,,LMT,2015-11-30,2015-11-05,689231627
LOW,Lowe's,,LOW,2015-11-30,2015-11-05,689231627
MA,Mastercard Inc,,MA,2015-11-30,2015-11-05,689231627
MCD,McDonald's Corp,,MCD,2015-11-30,2015-11-05,689231627
MDLZ,Mondelēz International,,MDLZ,2015-11-30,2015-11-05,689231627
MDT,Medtronic Inc.,,MDT,2015-11-30,2015-11-05,689231627
MET,Metlife Inc.,,MET,2015-11-30,2015-11-05,689231627
MMM,3M Company,,MMM,2015-11-30,2015-11-05,689231627
MO,Altria Group,,MO,2015-11-30,2015-11-05,689231627
MON,Monsanto,,MON,2015-11-30,2015-11-05,689231627
MRK,Merck & Co.,,MRK,2015-11-30,2015-11-05,689231627
MS,Morgan Stanley,,MS,2015-11-30,2015-11-05,689231627
MSFT,Microsoft,,MSFT,2015-11-30,2015-11-05,689231627
NKE,Nike,,NKE,2015-11-30,2015-11-05,689231627
NOV,National Oilwell Varco,,NOV,2015-11-30,2015-11-05,689231627
NSC,Norfolk Southern Corp,,NSC,2015-11-30,2015-11-05,689231627
ORCL,Oracle Corporation,,ORCL,2015-11-30,2015-11-05,689231627
OXY,Occidental Petroleum Corp.,,OXY,2015-11-30,2015-11-05,689231627
PEP,Pepsico Inc.,,PEP,2015-11-30,2015-11-05,689231627
PFE,Pfizer Inc,,PFE,2015-11-30,2015-11-05,689231627
PG,Procter & Gamble Co,,PG,2015-11-30,2015-11-05,689231627
PM,Phillip Morris International,,PM,2015-11-30,2015-11-05,689231627
QCOM,Qualcomm Inc.,,QCOM,2015-11-30,2015-11-05,689231627
RTN,Raytheon Co (NEW),,RTN,2015-11-30,2015-11-05,689231627
SBUX,Starbucks Corporation,,SBUX,2015-11-30,2015-11-05,689231627
SLB,Schlumberger,,SLB,2015-11-30,2015-11-05,689231627
SO,Southern Company,,SO,2015-11-30,2015-11-05,689231627
SPG,"Simon Property Group, Inc.",,SPG,2015-11-30,2015-11-05,689231627
T,AT&T Inc,,T,2015-11-30,2015-11-05,689231627
TGT,Target Corp.,,TGT,2015-11-30,2015-11-05,689231627
TWX,Time Warner Inc.,,TWX,2015-11-30,2015-11-05,689231627
TXN,Texas Instruments,,TXN,2015-11-30,2015-11-05,689231627
UNH,UnitedHealth Group Inc.,,UNH,2015-11-30,2015-11-05,689231627
UNP,Union Pacific Corp.,,UNP,2015-11-30,2015-11-05,689231627
UPS,United Parcel Service Inc,,UPS,2015-11-30,2015-11-05,689231627
USB,US Bancorp,,USB,2015-11-30,2015-11-05,689231627
UTX,United Technologies Corp,,UTX,2015-11-30,2015-11-05,689231627
V,Visa Inc.,,V,2015-11-30,2015-11-05,689231627
VZ,Verizon Communications Inc,,VZ,2015-11-30,2015-11-05,689231627
WBA,Walgreens Boots Alliance,,WBA,2015-11-30,2015-11-05,689231627
WFC,Wells Fargo,,WFC,2015-11-30,2015-11-05,689231627
WMT,Wal-Mart,,WMT,2015-11-30,2015-11-05,689231627
XOM,Exxon Mobil Corp,,XOM,2015-11-30,2015-11-05,689231627
AAPL,Apple Inc.,,AAPL,2015-12-31,2015-12-30,697490890
ABBV,AbbVie Inc.,,ABBV,2015-12-31,2015-12-30,697490890
ABT,Abbott Laboratories,,ABT,2015-12-31,2015-12-30,697490890
ACN,Accenture plc,,ACN,2015-12-31,2015-12-30,697490890
AIG,American International Group Inc.,,AIG,2015-12-31,2015-12-30,697490890
ALL,Allstate Corp.,,ALL,2015-12-31,2015-12-30,697490890
AMGN,Amgen Inc.,,AMGN,2015-12-31,2015-12-30,697490890
AMZN,Amazon.com,,AMZN,2015-12-31,2015-12-30,697490890
APA,Apache Corp.,,APA,2015-12-31,2015-12-30,697490890
APC,Anadarko Petroleum Corporation,,APC,2015-12-31,2015-12-30,697490890
AXP,American Express Inc.,,AXP,2015-12-31,2015-12-30,697490890
BA,Boeing Co.,,BA,2015-12-31,2015-12-30,697490890
BAC,Bank of America Corp,,BAC,2015-12-31,2015-12-30,697490890
BAX,Baxter International Inc,,BAX,2015-12-31,2015-12-30,697490890
BIIB,Biogen Idec,,BIIB,2015-12-31,2015-12-30,697490890
BK,Bank of New York,,BK,2015-12-31,2015-12-30,697490890
BLK,BlackRock Inc,,BLK,2015-12-31,2015-12-30,697490890
BMY,Bristol-Myers Squibb,,BMY,2015-12-31,2015-12-30,697490890
BRK.B,Berkshire Hathaway,,BRK-B,2015-12-31,2015-12-30,697490890
C,Citigroup Inc,,C,2015-12-31,2015-12-30,697490890
CAT,Caterpillar Inc,,CAT,2015-12-31,2015-12-30,697490890
CL,Colgate-Palmolive Co.,,CL,2015-12-31,2015-12-30,697490890
CMCSA,Comcast Corporation,,CMCSA,2015-12-31,2015-12-30,697490890
COF,Capital One Financial Corp.,,COF,2015-12-31,2015-12-30,697490890
COP,ConocoPhillips,,COP,2015-12-31,2015-12-30,697490890
COST,Costco,,COST,2015-12-31,2015-12-30,697490890
CSCO,Cisco Systems,,CSCO,2015-12-31,2015-12-30,697490890
CVS,CVS Caremark,,CVS,2015-12-31,2015-12-30,697490890
CVX,Chevron,,CVX,2015-12-31,2015-12-30,697490890
DD,DuPont,,DD,2015-12-31,2015-12-30,697490890
DIS,The Walt Disney Company,,DIS,2015-12-31,2015-12-30,697490890
DOW,Dow Chemical,,DOW,2015-12-31,2015-12-30,697490890
DVN,Devon Energy,,DVN,2015-12-31,2015-12-30,697490890
EBAY,eBay Inc.,,EBAY,2015-12-31,2015-12-30,697490890
EMC,EMC Corporation,,EMC,2015-12-31,2015-12-30,697490890
EMR,Emerson Electric Co.,,EMR,2015-12-31,2015-12-30,697490890
EXC,Exelon,,EXC,2015-12-31,2015-12-30,697490890
F,Ford Motor,,F,2015-12-31,2015-12-30,697490890
FB,Facebook,,FB,2015-12-31,2015-12-30,697490890
FCX,Freeport-McMoran,,FCX,2015-12-31,2015-12-30,697490890
FDX,FedEx,,FDX,2015-12-31,2015-12-30,697490890
FOXA,"Twenty-First Century Fox, Inc",,FOXA,2015-12-31,2015-12-30,697490890
GD,General Dynamics,,GD,2015-12-31,2015-12-30,697490890
GE,General Electric Co.,,GE,2015-12-31,2015-12-30,697490890
GILD,Gilead Sciences,,GILD,2015-12-31,2015-12-30,697490890
GM,General Motors,,GM,2015-12-31,2015-12-30,697490890
GOOG,Google Inc.,,GOOG,2015-12-31,2015-12-30,697490890
GS,Goldman Sachs,,GS,2015-12-31,2015-12-30,697490890
HAL,Halliburton,,HAL,2015-12-31,2015-12-30,697490890
HD,Home Depot,,HD,2015-12-31,2015-12-30,697490890
HON,Honeywell,,HON,2015-12-31,2015-12-30,697490890
IBM,International Business Machines,,IBM,2015-12-31,2015-12-30,697490890
INTC,Intel Corporation,,INTC,2015-12-31,2015-12-30,697490890
JNJ,Johnson & Johnson Inc,,JNJ,2015-12-31,2015-12-30,697490890
JPM,JP Morgan Chase & Co,,JPM,2015-12-31,2015-12-30,697490890
KO,The Coca-Cola Company,,KO,2015-12-31,2015-12-30,697490890
LLY,Eli Lilly and Company,,LLY,2015-12-31,2015-12-30,697490890
LMT,Lockheed-Martin,,LMT,2015-12-31,2015-12-30,697490890
LOW,Lowe's,,LOW,2015-12-31,2015-12-30,697490890
MA,Mastercard Inc,,MA,2015-12-31,2015-12-30,697490890
MCD,McDonald's Corp,,MCD,2015-12-31,2015-12-30,697490890
MDLZ,Mondelēz International,,MDLZ,2015-12-31,2015-12-30,697490890
MDT,Medtronic Inc.,,MDT,2015-12-31,2015-12-30,697490890
MET,Metlife Inc.,,MET,2015-12-31,2015-12-30,697490890
MMM,3M Company,,MMM,2015-12-31,2015-12-30,697490890
MO,Altria Group,,MO,2015-12-31,2015-12-30,697490890
MON,Monsanto,,MON,2015-12-31,2015-12-30,697490890
MRK,Merck & Co.,,MRK,2015-12-31,2015-12-30,697490890
MS,Morgan Stanley,,MS,2015-12-31,2015-12-30,697490890
MSFT,Microsoft,,MSFT,2015-12-31,2015-12-30,697490890
NKE,Nike,,NKE,2015-12-31,2015-12-30,697490890
NOV,National Oilwell Varco,,NOV,2015-12-31,2015-12-30,697490890
NSC,Norfolk Southern Corporation,,NSC,2015-12-31,2015-12-30,697490890
ORCL,Oracle Corporation,,ORCL,2015-12-31,2015-12-30,697490890
OXY,Occidental Petroleum Corp.,,OXY,2015-12-31,2015-12-30,697490890
PEP,Pepsico Inc.,,PEP,2015-12-31,2015-12-30,697490890
PFE,Pfizer Inc,,PFE,2015-12-31,2015-12-30,697490890
PG,Procter & Gamble Co,,PG,2015-12-31,2015-12-30,697490890
PM,Phillip Morris International,,PM,2015-12-31,2015-12-30,697490890
QCOM,Qualcomm Inc.,,QCOM,2015-12-31,2015-12-30,697490890
RTN,Raytheon Company,,RTN,2015-12-31,2015-12-30,697490890
SBUX,Starbucks Corporation,,SBUX,2015-12-31,2015-12-30,697490890
SLB,Schlumberger,,SLB,2015-12-31,2015-12-30,697490890
SO,Southern Company,,SO,2015-12-31,2015-12-30,697490890
SPG,"Simon Property Group, Inc.",,SPG,2015-12-31,2015-12-30,697490890
T,AT&T Inc,,T,2015-12-31,2015-12-30,697490890
TGT,Target Corp.,,TGT,2015-12-31,2015-12-30,697490890
TWX,Time Warner Inc.,,TWX,2015-12-31,2015-12-30,697490890
TXN,Texas Instruments,,TXN,2015-12-31,2015-12-30,697490890
UNH,UnitedHealth Group Inc.,,UNH,2015-12-31,2015-12-30,697490890
UNP,Union Pacific Corp.,,UNP,2015-12-31,2015-12-30,697490890
UPS,United Parcel Service Inc,,UPS,2015-12-31,2015-12-30,697490890
USB,US Bancorp,,USB,2015-12-31,2015-12-30,697490890
UTX,United Technologies Corp,,UTX,2015-12-31,2015-12-30,697490890
V,Visa Inc.,,V,2015-12-31,2015-12-30,697490890
VZ,Verizon Communications Inc,,VZ,2015-12-31,2015-12-30,697490890
WBA,Walgreens Boots Alliance,,WBA,2015-12-31,2015-12-30,697490890
WFC,Wells Fargo,,WFC,2015-12-31,2015-12-30,697490890
WMT,Wal-Mart,,WMT,2015-12-31,2015-12-30,697490890
XOM,Exxon Mobil Corp,,XOM,2015-12-31,2015-12-30,697490890
AAPL,Apple Inc.,,AAPL,2016-01-31,2016-01-31,702642487
ABBV,AbbVie Inc.,,ABBV,2016-01-31,2016-01-31,702642487
ABT,Abbott Laboratories,,ABT,2016-01-31,2016-01-31,702642487
ACN,Accenture plc,,ACN,2016-01-31,2016-01-31,702642487
AIG,American International Group Inc.,,AIG,2016-01-31,2016-01-31,702642487
ALL,Allstate Corp.,,ALL,2016-01-31,2016-01-31,702642487
AMGN,Amgen Inc.,,AMGN,2016-01-31,2016-01-31,702642487
AMZN,Amazon.com,,AMZN,2016-01-31,2016-01-31,702642487
APA,Apache Corp.,,APA,2016-01-31,2016-01-31,702642487
APC,Anadarko Petroleum Corporation,,APC,2016-01-31,2016-01-31,702642487
AXP,American Express Inc.,,AXP,2016-01-31,2016-01-31,702642487
BA,Boeing Co.,,BA,2016-01-31,2016-01-31,702642487
BAC,Bank of America Corp,,BAC,2016-01-31,2016-01-31,702642487
BAX,Baxter International Inc,,BAX,2016-01-31,2016-01-31,702642487
BIIB,Biogen Idec,,BIIB,2016-01-31,2016-01-31,702642487
BK,Bank of New York,,BK,2016-01-31,2016-01-31,702642487
BLK,BlackRock Inc,,BLK,2016-01-31,2016-01-31,702642487
BMY,Bristol-Myers Squibb,,BMY,2016-01-31,2016-01-31,702642487
BRK.B,Berkshire Hathaway,,BRK-B,2016-01-31,2016-01-31,702642487
C,Citigroup Inc,,C,2016-01-31,2016-01-31,702642487
CAT,Caterpillar Inc,,CAT,2016-01-31,2016-01-31,702642487
CL,Colgate-Palmolive Co.,,CL,2016-01-31,2016-01-31,702642487
CMCSA,Comcast Corporation,,CMCSA,2016-01-31,2016-01-31,702642487
COF,Capital One Financial Corp.,,COF,2016-01-31,2016-01-31,702642487
COP,ConocoPhillips,,COP,2016-01-31,2016-01-31,702642487
COST,Costco,,COST,2016-01-31,2016-01-31,702642487
CSCO,Cisco Systems,,CSCO,2016-01-31,2016-01-31,702642487
CVS,CVS Caremark,,CVS,2016-01-31,2016-01-31,702642487
CVX,Chevron,,CVX,2016-01-31,2016-01-31,702642487
DD,DuPont,,DD,2016-01-31,2016-01-31,702642487
DIS,The Walt Disney Company,,DIS,2016-01-31,2016-01-31,702642487
DOW,Dow Chemical,,DOW,2016-01-31,2016-01-31,702642487
DVN,Devon Energy,,DVN,2016-01-31,2016-01-31,702642487
EBAY,eBay Inc.,,EBAY,2016-01-31,2016-01-31,702642487
EMC,EMC Corporation,,EMC,2016-01-31,2016-01-31,702642487
EMR,Emerson Electric Co.,,EMR,2016-01-31,2016-01-31,702642487
EXC,Exelon,,EXC,2016-01-31,2016-01-31,702642487
F,Ford Motor,,F,2016-01-31,2016-01-31,702642487
FB,Facebook,,FB,2016-01-31,2016-01-31,702642487
FCX,Freeport-McMoran,,FCX,2016-01-31,2016-01-31,702642487
FDX,FedEx,,FDX,2016-01-31,2016-01-31,702642487
FOXA,"Twenty-First Century Fox, Inc",,FOXA,2016-01-31,2016-01-31,702642487
GD,General Dynamics,,GD,2016-01-31,2016-01-31,702642487
GE,General Electric Co.,,GE,2016-01-31,2016-01-31,702642487
GILD,Gilead Sciences,,GILD,2016-01-31,2016-01-31,702642487
GM,General Motors,,GM,2016-01-31,2016-01-31,702642487
GOOG,Google Inc.,,GOOG,2016-01-31,2016-01-31,702642487
GS,Goldman Sachs,,GS,2016-01-31,2016-01-31,702642487
HAL,Halliburton,,HAL,2016-01-31,2016-01-31,702642487
HD,Home Depot,,HD,2016-01-31,2016-01-31,702642487
HON,Honeywell,,HON,2016-01-31,2016-01-31,702642487
IBM,International Business Machines,,IBM,2016-01-31,2016-01-31,702642487
INTC,Intel Corporation,,INTC,2016-01-31,2016-01-31,702642487
JNJ,Johnson & Johnson Inc,,JNJ,2016-01-31,2016-01-31,702642487
JPM,JP Morgan Chase & Co,,JPM,2016-01-31,2016-01-31,702642487
KO,The Coca-Cola Company,,KO,2016-01-31,2016-01-31,702642487
LLY,Eli Lilly and Company,,LLY,2016-01-31,2016-01-31,702642487
LMT,Lockheed-Martin,,LMT,2016-01-31,2016-01-31,702642487
LOW,Lowe's,,LOW,2016-01-31,2016-01-31,702642487
MA,Mastercard Inc,,MA,2016-01-31,2016-01-31,702642487
MCD,McDonald's Corp,,MCD,2016-01-31,2016-01-31,702642487
MDLZ,Mondelēz International,,MDLZ,2016-01-31,2016-01-31,702642487
MDT,Medtronic Inc.,,MDT,2016-01-31,2016-01-31,702642487
MET,Metlife Inc.,,MET,2016-01-31,2016-01-31,702642487
MMM,3M Company,,MMM,2016-01-31,2016-01-31,702642487
MO,Altria Group,,MO,2016-01-31,2016-01-31,702642487
MON,Monsanto,,MON,2016-01-31,2016-01-31,702642487
MRK,Merck & Co.,,MRK,2016-01-31,2016-01-31,702642487
MS,Morgan Stanley,,MS,2016-01-31,2016-01-31,702642487
MSFT,Microsoft,,MSFT,2016-01-31,2016-01-31,702642487
NKE,Nike,,NKE,2016-01-31,2016-01-31,702642487
NOV,National Oilwell Varco,,NOV,2016-01-31,2016-01-31,702642487
NSC,Norfolk Southern Corporation,,NSC,2016-01-31,2016-01-31,702642487
ORCL,Oracle Corporation,,ORCL,2016-01-31,2016-01-31,702642487
OXY,Occidental Petroleum Corp.,,OXY,2016-01-31,2016-01-31,702642487
PEP,Pepsico Inc.,,PEP,2016-01-31,2016-01-31,702642487
PFE,Pfizer Inc,,PFE,2016-01-31,2016-01-31,702642487
PG,Procter & Gamble Co,,PG,2016-01-31,2016-01-31,702642487
PM,Phillip Morris International,,PM,2016-01-31,2016-01-31,702642487
QCOM,Qualcomm Inc.,,QCOM,2016-01-31,2016-01-31,702642487
RTN,Raytheon Company,,RTN,2016-01-31,2016-01-31,702642487
SBUX,Starbucks Corporation,,SBUX,2016-01-31,2016-01-31,702642487
SLB,Schlumberger,,SLB,2016-01-31,2016-01-31,702642487
SO,Southern Company,,SO,2016-01-31,2016-01-31,702642487
SPG,"Simon Property Group, Inc.",,SPG,2016-01-31,2016-01-31,702642487
T,AT&T Inc,,T,2016-01-31,2016-01-31,702642487
TGT,Target Corp.,,TGT,2016-01-31,2016-01-31,702642487
TWX,Time Warner Inc.,,TWX,2016-01-31,2016-01-31,702642487
TXN,Texas Instruments,,TXN,2016-01-31,2016-01-31,702642487
UNH,UnitedHealth Group Inc.,,UNH,2016-01-31,2016-01-31,702642487
UNP,Union Pacific Corp.,,UNP,2016-01-31,2016-01-31,702642487
UPS,United Parcel Service Inc,,UPS,2016-01-31,2016-01-31,702642487
USB,US Bancorp,,USB,2016-01-31,2016-01-31,702642487
UTX,United Technologies Corp,,UTX,2016-01-31,2016-01-31,702642487
V,Visa Inc.,,V,2016-01-31,2016-01-31,702642487
VZ,Verizon Communications Inc,,VZ,2016-01-31,2016-01-31,702642487
WBA,Walgreens Boots Alliance,,WBA,2016-01-31,2016-01-31,702642487
WFC,Wells Fargo,,WFC,2016-01-31,2016-01-31,702642487
WMT,Wal-Mart,,WMT,2016-01-31,2016-01-31,702642487
XOM,Exxon Mobil Corp,,XOM,2016-01-31,2016-01-31,702642487
AAPL,Apple Inc.,,AAPL,2016-02-29,2016-01-31,702642487
ABBV,AbbVie Inc.,,ABBV,2016-02-29,2016-01-31,702642487
ABT,Abbott Laboratories,,ABT,2016-02-29,2016-01-31,702642487
ACN,Accenture plc,,ACN,2016-02-29,2016-01-31,702642487
AIG,American International Group Inc.,,AIG,2016-02-29,2016-01-31,702642487
ALL,Allstate Corp.,,ALL,2016-02-29,2016-01-31,702642487
AMGN,Amgen Inc.,,AMGN,2016-02-29,2016-01-31,702642487
AMZN,Amazon.com,,AMZN,2016-02-29,2016-01-31,702642487
APA,Apache Corp.,,APA,2016-02-29,2016-01-31,702642487
APC,Anadarko Petroleum Corporation,,APC,2016-02-29,2016-01-31,702642487
AXP,American Express Inc.,,AXP,2016-02-29,2016-01-31,702642487
BA,Boeing Co.,,BA,2016-02-29,2016-01-31,702642487
BAC,Bank of America Corp,,BAC,2016-02-29,2016-01-31,702642487
BAX,Baxter International Inc,,BAX,2016-02-29,2016-01-31,702642487
BIIB,Biogen Idec,,BIIB,2016-02-29,2016-01-31,702642487
BK,Bank of New York,,BK,2016-02-29,2016-01-31,702642487
BLK,BlackRock Inc,,BLK,2016-02-29,2016-01-31,702642487
BMY,Bristol-Myers Squibb,,BMY,2016-02-29,2016-01-31,702642487
BRK.B,Berkshire Hathaway,,BRK-B,2016-02-29,2016-01-31,702642487
C,Citigroup Inc,,C,2016-02-29,2016-01-31,702642487
CAT,Caterpillar Inc,,CAT,2016-02-29,2016-01-31,702642487
