event_id,event_date,event_type,event_title,eval_date,effective_date,ticker,rank,momentum_score,mad_score,event_weight
EVT001,2022-08-09,policy_regulation,US CHIPS and Science Act signed,2022-08-18,2022-08-19,272110,1,0.01615065174652286,3.531355526178994,1.0
EVT002,2023-10-17,tariff_trade,US tightened advanced AI chip export controls to China,2023-10-18,2023-10-19,053610,1,0.22641394811979834,0.8885358602978434,0.5958446144985412
EVT002,2023-10-17,tariff_trade,US tightened advanced AI chip export controls to China,2023-10-18,2023-10-19,240810,2,0.025701814228397384,1.7842606136489991,0.40415538550145874
EVT002,2023-10-17,tariff_trade,US tightened advanced AI chip export controls to China,2023-10-25,2023-10-26,053610,1,0.3406892535540274,4.073266018866772,0.33510170048266874
EVT002,2023-10-17,tariff_trade,US tightened advanced AI chip export controls to China,2023-10-25,2023-10-26,240810,2,0.03167143474659884,1.5568723384573506,0.6648982995173313
EVT002,2023-10-17,tariff_trade,US tightened advanced AI chip export controls to China,2023-11-01,2023-11-02,053610,1,0.16086558397670123,0.573858444612008,1.0
EVT002,2023-10-17,tariff_trade,US tightened advanced AI chip export controls to China,2023-11-08,2023-11-09,053610,1,0.44704268285668075,4.263523700835374,0.46243499866562926
EVT002,2023-10-17,tariff_trade,US tightened advanced AI chip export controls to China,2023-11-08,2023-11-09,080220,2,0.10389568247309522,3.527894430497566,0.5375650013343707
EVT002,2023-10-17,tariff_trade,US tightened advanced AI chip export controls to China,2023-11-15,2023-11-16,053610,1,0.47155190291552573,1.5732757705311624,0.47407338119814035
EVT002,2023-10-17,tariff_trade,US tightened advanced AI chip export controls to China,2023-11-15,2023-11-16,240810,2,0.08615722968393102,1.3195660795228883,0.5259266188018596
